CustomerID,DaySinceLastOrder,OrderCount,Estimated_Spend,R_Score,F_Score,M_Score,RFM_Segment,Churn
51061,11.0,6.0,9108.99,1,4,4,At-Risk High-Value,0
51062,7.0,6.0,4811.73,2,4,4,At-Risk High-Value,1
51063,9.0,2.0,1620.85,1,2,2,Lost / Low Value,0
51064,9.0,1.0,780.29,1,1,1,Lost / Low Value,0
51065,4.0,1.0,852.78,2,1,1,Lost / Low Value,0
51066,6.0,1.0,850.85,2,1,1,Lost / Low Value,0
51067,2.0,1.0,851.18,4,1,1,Potential Loyalists,0
51068,2.0,2.0,1384.57,4,2,2,Loyal Customers,0
51069,3.0,3.0,2052.6,3,3,3,Champions,0
51070,2.0,2.0,2856.92,4,2,3,Loyal Customers,0
51071,0.0,2.0,2791.69,4,2,3,Loyal Customers,0
51072,2.0,1.0,939.51,4,1,2,Potential Loyalists,0
51073,2.0,1.0,700.04,4,1,1,Potential Loyalists,0
51074,2.0,1.0,845.24,4,1,1,Potential Loyalists,0
51075,2.0,1.0,844.08,4,1,1,Potential Loyalists,0
51076,2.0,2.0,1451.45,4,2,2,Loyal Customers,0
51077,2.0,1.0,769.4,4,1,1,Potential Loyalists,1
51078,0.0,1.0,731.83,4,1,1,Potential Loyalists,0
51079,2.0,1.0,935.28,4,1,2,Potential Loyalists,0
51080,7.0,7.0,4872.18,2,4,4,At-Risk High-Value,1
51081,0.0,1.0,626.62,4,1,1,Potential Loyalists,1
51082,7.0,5.0,3456.75,2,4,4,At-Risk High-Value,0
51083,2.0,1.0,744.54,4,1,1,Potential Loyalists,0
51084,13.0,4.0,3076.92,1,4,4,At-Risk High-Value,0
51085,0.0,1.0,1148.56,4,1,2,Potential Loyalists,0
51086,13.0,2.0,1323.08,1,2,2,Lost / Low Value,0
51087,3.0,1.0,1073.88,3,1,2,Potential Loyalists,0
51088,7.0,8.0,5688.76,2,4,4,At-Risk High-Value,0
51089,2.0,1.0,675.12,4,1,1,Potential Loyalists,1
51090,7.0,6.0,5900.07,2,4,4,At-Risk High-Value,0
51091,4.0,1.0,821.15,2,1,1,Lost / Low Value,0
51092,8.0,8.0,7852.68,1,4,4,At-Risk High-Value,0
51093,4.0,1.0,792.06,2,1,1,Lost / Low Value,0
51094,7.0,8.0,8466.04,2,4,4,At-Risk High-Value,0
51095,2.0,1.0,713.57,4,1,1,Potential Loyalists,0
51096,7.0,6.0,4785.66,2,4,4,At-Risk High-Value,0
51097,4.0,14.0,15975.96,2,4,4,At-Risk High-Value,0
51098,0.0,1.0,635.52,4,1,1,Potential Loyalists,1
51099,3.0,14.0,17660.72,3,4,4,Champions,1
51100,2.0,1.0,676.78,4,1,1,Potential Loyalists,0
51101,6.0,8.0,11749.76,2,4,4,At-Risk High-Value,0
51102,3.0,1.0,738.82,3,1,1,Potential Loyalists,0
51103,3.0,1.0,741.24,3,1,1,Potential Loyalists,0
51104,2.0,1.0,903.65,4,1,1,Potential Loyalists,0
51105,0.0,1.0,908.38,4,1,1,Potential Loyalists,0
51106,2.0,1.0,764.88,4,1,1,Potential Loyalists,0
51107,9.0,1.0,855.91,1,1,1,Lost / Low Value,0
51108,7.0,1.0,928.56,2,1,1,Lost / Low Value,0
51109,8.0,1.0,707.41,1,1,1,Lost / Low Value,0
51110,0.0,1.0,823.79,4,1,1,Potential Loyalists,0
51111,3.0,1.0,1120.24,3,1,2,Potential Loyalists,0
51112,2.0,2.0,1774.74,4,2,2,Loyal Customers,1
51113,0.0,1.0,920.42,4,1,1,Potential Loyalists,1
51114,2.0,1.0,731.22,4,1,1,Potential Loyalists,0
51115,4.0,1.0,838.09,2,1,1,Lost / Low Value,0
51116,8.0,5.0,4529.8,1,4,4,At-Risk High-Value,0
51117,2.0,1.0,1078.55,4,1,2,Potential Loyalists,0
51118,8.0,12.0,19689.78,1,4,4,At-Risk High-Value,0
51119,3.0,1.0,1086.58,3,1,2,Potential Loyalists,0
51120,7.0,1.0,823.24,2,1,1,Lost / Low Value,0
51121,1.0,2.0,1335.95,4,2,2,Loyal Customers,0
51122,2.0,1.0,669.9,4,1,1,Potential Loyalists,1
51123,2.0,1.0,1009.03,4,1,2,Potential Loyalists,0
51124,4.0,1.0,739.47,2,1,1,Lost / Low Value,0
51125,2.0,2.0,1403.6,4,2,2,Loyal Customers,1
51126,2.0,1.0,896.17,4,1,1,Potential Loyalists,0
51127,7.0,1.0,942.7,2,1,2,Lost / Low Value,0
51128,2.0,1.0,711.26,4,1,1,Potential Loyalists,0
51129,7.0,1.0,833.08,2,1,1,Lost / Low Value,0
51130,4.0,1.0,797.88,2,1,1,Lost / Low Value,0
51131,0.0,1.0,1021.02,4,1,2,Potential Loyalists,1
51132,5.0,1.0,685.74,2,1,1,Lost / Low Value,0
51133,0.0,1.0,998.86,4,1,2,Potential Loyalists,1
51134,0.0,1.0,666.0,4,1,1,Potential Loyalists,0
51135,7.0,1.0,841.17,2,1,1,Lost / Low Value,0
51136,7.0,1.0,699.49,2,1,1,Lost / Low Value,0
51137,0.0,1.0,869.6,4,1,1,Potential Loyalists,0
51138,0.0,1.0,684.04,4,1,1,Potential Loyalists,1
51139,4.0,1.0,702.13,2,1,1,Lost / Low Value,0
51140,0.0,1.0,1597.09,4,1,2,Potential Loyalists,0
51141,7.0,1.0,718.03,2,1,1,Lost / Low Value,0
51142,4.0,1.0,675.9,2,1,1,Lost / Low Value,0
51143,7.0,1.0,770.06,2,1,1,Lost / Low Value,0
51144,3.0,1.0,1263.08,3,1,2,Potential Loyalists,0
51145,8.0,1.0,744.64,1,1,1,Lost / Low Value,0
51146,2.0,2.0,1763.19,4,2,2,Loyal Customers,0
51147,0.0,1.0,697.34,4,1,1,Potential Loyalists,1
51148,4.0,1.0,753.61,2,1,1,Lost / Low Value,0
51149,0.0,1.0,681.89,4,1,1,Potential Loyalists,1
51150,7.0,5.0,4253.7,2,4,4,At-Risk High-Value,0
51151,3.0,2.0,2542.76,3,2,3,Loyal Customers,0
51152,3.0,1.0,780.4,3,1,1,Potential Loyalists,0
51153,2.0,2.0,3226.08,4,2,4,Loyal Customers,0
51154,7.0,5.0,5038.28,2,4,4,At-Risk High-Value,0
51155,3.0,2.0,1357.62,3,2,2,Loyal Customers,1
51156,7.0,4.0,3095.62,2,4,4,At-Risk High-Value,0
51157,7.0,7.0,6088.0,2,4,4,At-Risk High-Value,1
51158,6.0,7.0,5060.06,2,4,4,At-Risk High-Value,0
51159,3.0,1.0,662.42,3,1,1,Potential Loyalists,0
51160,2.0,2.0,2581.04,4,2,3,Loyal Customers,0
51161,2.0,2.0,1979.01,4,2,3,Loyal Customers,0
51162,2.0,1.0,735.74,4,1,1,Potential Loyalists,0
51163,0.0,1.0,854.59,4,1,1,Potential Loyalists,0
51164,7.0,1.0,866.91,2,1,1,Lost / Low Value,0
51165,8.0,3.0,2077.68,1,3,3,At-Risk High-Value,0
51166,7.0,1.0,844.03,2,1,1,Lost / Low Value,1
51167,8.0,1.0,781.71,1,1,1,Lost / Low Value,1
51168,2.0,2.0,1553.97,4,2,2,Loyal Customers,0
51169,2.0,1.0,684.09,4,1,1,Potential Loyalists,0
51170,2.0,1.0,927.85,4,1,1,Potential Loyalists,0
51171,5.0,13.0,14619.6,2,4,4,At-Risk High-Value,0
51172,2.0,1.0,1081.68,4,1,2,Potential Loyalists,0
51173,4.0,1.0,668.14,2,1,1,Lost / Low Value,1
51174,7.0,3.0,3122.79,2,3,4,At-Risk High-Value,1
51175,3.0,1.0,908.21,3,1,1,Potential Loyalists,0
51176,8.0,4.0,3695.78,1,4,4,At-Risk High-Value,0
51177,14.0,14.0,0.0,1,4,1,At-Risk High-Value,0
51178,3.0,1.0,698.78,3,1,1,Potential Loyalists,0
51179,10.0,14.0,15656.41,1,4,4,At-Risk High-Value,0
51180,7.0,7.0,5562.48,2,4,4,At-Risk High-Value,0
51181,7.0,1.0,926.97,2,1,1,Lost / Low Value,0
51182,2.0,2.0,2160.07,4,2,3,Loyal Customers,0
51183,2.0,1.0,747.5,4,1,1,Potential Loyalists,0
51184,3.0,1.0,847.28,3,1,1,Potential Loyalists,0
51185,2.0,1.0,807.62,4,1,1,Potential Loyalists,0
51186,2.0,2.0,2836.57,4,2,3,Loyal Customers,0
51187,0.0,1.0,633.27,4,1,1,Potential Loyalists,0
51188,0.0,1.0,712.58,4,1,1,Potential Loyalists,1
51189,0.0,2.0,1356.85,4,2,2,Loyal Customers,1
51190,7.0,5.0,4167.35,2,4,4,At-Risk High-Value,0
51191,0.0,1.0,932.91,4,1,2,Potential Loyalists,0
51192,7.0,7.0,6034.88,2,4,4,At-Risk High-Value,0
51193,2.0,1.0,680.84,4,1,1,Potential Loyalists,0
51194,10.0,3.0,2278.98,1,3,3,At-Risk High-Value,0
51195,0.0,1.0,805.64,4,1,1,Potential Loyalists,0
51196,3.0,3.0,2134.44,3,3,3,Champions,0
51197,0.0,2.0,1331.55,4,2,2,Loyal Customers,0
51198,7.0,4.0,4087.16,2,4,4,At-Risk High-Value,0
51199,2.0,2.0,1397.66,4,2,2,Loyal Customers,0
51200,6.0,1.0,901.12,2,1,1,Lost / Low Value,0
51201,0.0,1.0,768.24,4,1,1,Potential Loyalists,0
51202,2.0,2.0,2189.77,4,2,3,Loyal Customers,1
51203,8.0,2.0,2554.75,1,2,3,Hibernating Big Spenders,0
51204,8.0,5.0,3723.5,1,4,4,At-Risk High-Value,0
51205,0.0,1.0,704.22,4,1,1,Potential Loyalists,0
51206,14.0,6.0,9699.36,1,4,4,At-Risk High-Value,0
51207,9.0,12.0,19578.9,1,4,4,At-Risk High-Value,0
51208,0.0,1.0,684.14,4,1,1,Potential Loyalists,1
51209,7.0,1.0,952.27,2,1,2,Lost / Low Value,1
51210,3.0,7.0,5687.99,3,4,4,Champions,0
51211,2.0,2.0,1529.22,4,2,2,Loyal Customers,0
51212,4.0,1.0,696.41,2,1,1,Lost / Low Value,0
51213,0.0,1.0,707.08,4,1,1,Potential Loyalists,0
51214,0.0,1.0,609.46,4,1,1,Potential Loyalists,1
51215,0.0,1.0,685.96,4,1,1,Potential Loyalists,1
51216,7.0,1.0,862.02,2,1,1,Lost / Low Value,0
51217,2.0,1.0,780.84,4,1,1,Potential Loyalists,0
51218,0.0,1.0,1084.21,4,1,2,Potential Loyalists,0
51219,2.0,1.0,663.41,4,1,1,Potential Loyalists,0
51220,4.0,1.0,785.62,2,1,1,Lost / Low Value,0
51221,2.0,1.0,813.34,4,1,1,Potential Loyalists,0
51222,8.0,3.0,2624.49,1,3,3,At-Risk High-Value,0
51223,8.0,1.0,763.73,1,1,1,Lost / Low Value,0
51224,16.0,11.0,16227.92,1,4,4,At-Risk High-Value,0
51225,0.0,1.0,711.32,4,1,1,Potential Loyalists,0
51226,7.0,1.0,907.5,2,1,1,Lost / Low Value,0
51227,7.0,4.0,5978.28,2,4,4,At-Risk High-Value,0
51228,2.0,2.0,1653.63,4,2,2,Loyal Customers,0
51229,0.0,3.0,2030.66,4,3,3,Champions,1
51230,0.0,1.0,692.29,4,1,1,Potential Loyalists,1
51231,3.0,1.0,852.88,3,1,1,Potential Loyalists,0
51232,4.0,1.0,791.62,2,1,1,Lost / Low Value,0
51233,7.0,2.0,2568.28,2,2,3,Hibernating Big Spenders,0
51234,4.0,1.0,912.06,2,1,1,Lost / Low Value,0
51235,1.0,1.0,995.66,4,1,2,Potential Loyalists,0
51236,2.0,2.0,1537.58,4,2,2,Loyal Customers,0
51237,7.0,7.0,4829.44,2,4,4,At-Risk High-Value,0
51238,3.0,1.0,846.94,3,1,1,Potential Loyalists,0
51239,9.0,1.0,851.79,1,1,1,Lost / Low Value,0
51240,7.0,1.0,925.87,2,1,1,Lost / Low Value,0
51241,0.0,1.0,610.0,4,1,1,Potential Loyalists,1
51242,2.0,1.0,865.48,4,1,1,Potential Loyalists,0
51243,2.0,1.0,672.43,4,1,1,Potential Loyalists,0
51244,11.0,6.0,5196.51,1,4,4,At-Risk High-Value,0
51245,2.0,2.0,2183.94,4,2,3,Loyal Customers,1
51246,7.0,1.0,850.68,2,1,1,Lost / Low Value,0
51247,0.0,1.0,845.9,4,1,1,Potential Loyalists,0
51248,9.0,7.0,5833.13,1,4,4,At-Risk High-Value,0
51249,7.0,1.0,667.32,2,1,1,Lost / Low Value,0
51250,0.0,1.0,1533.12,4,1,2,Potential Loyalists,0
51251,3.0,1.0,683.76,3,1,1,Potential Loyalists,1
51252,3.0,1.0,812.41,3,1,1,Potential Loyalists,0
51253,3.0,4.0,6415.42,3,4,4,Champions,0
51254,0.0,1.0,829.79,4,1,1,Potential Loyalists,0
51255,0.0,1.0,707.46,4,1,1,Potential Loyalists,1
51256,4.0,1.0,0.0,2,1,1,Lost / Low Value,0
51257,4.0,1.0,667.92,2,1,1,Lost / Low Value,0
51258,3.0,2.0,1437.15,3,2,2,Loyal Customers,0
51259,2.0,1.0,704.55,4,1,1,Potential Loyalists,0
51260,1.0,2.0,2187.68,4,2,3,Loyal Customers,0
51261,1.0,1.0,1024.54,4,1,2,Potential Loyalists,0
51262,6.0,7.0,4953.8,2,4,4,At-Risk High-Value,0
51263,2.0,1.0,845.52,3,1,1,Potential Loyalists,0
51264,2.0,1.0,916.68,3,1,1,Potential Loyalists,0
51265,7.0,8.0,6601.32,2,4,4,At-Risk High-Value,0
51266,3.0,1.0,680.18,3,1,1,Potential Loyalists,1
51267,0.0,1.0,707.19,4,1,1,Potential Loyalists,0
51268,9.0,1.0,836.22,1,1,1,Lost / Low Value,0
51269,7.0,1.0,775.78,2,1,1,Lost / Low Value,0
51270,0.0,1.0,1082.34,4,1,2,Potential Loyalists,0
51271,8.0,1.0,858.94,1,1,1,Lost / Low Value,1
51272,2.0,2.0,2249.28,3,2,3,Loyal Customers,1
51273,3.0,2.0,1418.67,3,2,2,Loyal Customers,0
51274,8.0,2.0,1756.48,1,2,2,Lost / Low Value,0
51275,9.0,1.0,963.05,1,1,2,Lost / Low Value,0
51276,2.0,1.0,714.5,3,1,1,Potential Loyalists,0
51277,4.0,1.0,1629.98,2,1,2,Lost / Low Value,0
51278,0.0,1.0,612.1,4,1,1,Potential Loyalists,0
51279,10.0,2.0,2567.51,1,2,3,Hibernating Big Spenders,0
51280,7.0,3.0,2364.78,2,3,3,At-Risk High-Value,0
51281,3.0,4.0,4626.82,3,4,4,Champions,0
51282,4.0,1.0,794.2,2,1,1,Lost / Low Value,0
51283,2.0,1.0,803.94,3,1,1,Potential Loyalists,0
51284,4.0,1.0,695.58,2,1,1,Lost / Low Value,0
51285,4.0,9.0,8079.88,2,4,4,At-Risk High-Value,0
51286,10.0,5.0,4311.18,1,4,4,At-Risk High-Value,0
51287,2.0,1.0,670.29,3,1,1,Potential Loyalists,0
51288,7.0,1.0,756.14,2,1,1,Lost / Low Value,0
51289,2.0,1.0,768.74,3,1,1,Potential Loyalists,0
51290,11.0,12.0,12297.78,1,4,4,At-Risk High-Value,0
51291,0.0,1.0,660.44,4,1,1,Potential Loyalists,0
51292,8.0,5.0,3971.0,1,4,4,At-Risk High-Value,0
51293,2.0,1.0,718.68,3,1,1,Potential Loyalists,0
51294,7.0,7.0,5898.59,2,4,4,At-Risk High-Value,0
51295,2.0,1.0,847.55,3,1,1,Potential Loyalists,0
51296,0.0,1.0,703.01,4,1,1,Potential Loyalists,0
51297,3.0,5.0,6038.18,3,4,4,Champions,0
51298,2.0,2.0,1392.6,3,2,2,Loyal Customers,0
51299,2.0,1.0,735.62,3,1,1,Potential Loyalists,0
51300,8.0,1.0,830.39,1,1,1,Lost / Low Value,0
51301,1.0,8.0,528.0,4,4,1,Loyal Customers,0
51302,1.0,4.0,2824.14,4,4,3,Champions,0
51303,0.0,1.0,682.33,4,1,1,Potential Loyalists,0
51304,2.0,2.0,1349.59,3,2,2,Loyal Customers,0
51305,7.0,1.0,775.94,2,1,1,Lost / Low Value,0
51306,11.0,2.0,2552.66,1,2,3,Hibernating Big Spenders,0
51307,7.0,5.0,5616.05,2,4,4,At-Risk High-Value,0
51308,8.0,2.0,2611.84,1,2,3,Hibernating Big Spenders,0
51309,4.0,1.0,819.88,2,1,1,Lost / Low Value,0
51310,0.0,1.0,741.51,4,1,1,Potential Loyalists,0
51311,2.0,1.0,683.98,3,1,1,Potential Loyalists,0
51312,2.0,1.0,680.9,3,1,1,Potential Loyalists,0
51313,3.0,1.0,1618.7,3,1,2,Potential Loyalists,0
51314,0.0,1.0,648.45,4,1,1,Potential Loyalists,1
51315,4.0,3.0,2911.26,2,3,3,At-Risk High-Value,0
51316,2.0,1.0,832.2,3,1,1,Potential Loyalists,0
51317,9.0,1.0,896.83,1,1,1,Lost / Low Value,0
51318,2.0,2.0,1626.57,3,2,2,Loyal Customers,1
51319,14.0,4.0,6353.6,1,4,4,At-Risk High-Value,0
51320,8.0,9.0,6107.8,1,4,4,At-Risk High-Value,1
51321,10.0,2.0,2592.7,1,2,3,Hibernating Big Spenders,0
51322,7.0,1.0,919.16,2,1,1,Lost / Low Value,0
51323,11.0,11.0,9320.63,1,4,4,At-Risk High-Value,0
51324,4.0,1.0,1041.59,2,1,2,Lost / Low Value,0
51325,2.0,1.0,684.14,3,1,1,Potential Loyalists,0
51326,7.0,1.0,1036.04,2,1,2,Lost / Low Value,0
51327,9.0,1.0,843.86,1,1,1,Lost / Low Value,0
51328,1.0,1.0,920.04,4,1,1,Potential Loyalists,1
51329,0.0,1.0,915.86,4,1,1,Potential Loyalists,0
51330,1.0,1.0,816.75,4,1,1,Potential Loyalists,0
51331,2.0,2.0,1408.99,3,2,2,Loyal Customers,0
51332,2.0,1.0,862.9,3,1,1,Potential Loyalists,0
51333,2.0,1.0,660.06,3,1,1,Potential Loyalists,0
51334,1.0,1.0,713.74,4,1,1,Potential Loyalists,0
51335,3.0,1.0,771.38,3,1,1,Potential Loyalists,0
51336,4.0,1.0,758.18,2,1,1,Lost / Low Value,0
51337,0.0,2.0,2293.94,4,2,3,Loyal Customers,1
51338,3.0,9.0,10905.34,3,4,4,Champions,0
51339,7.0,1.0,1096.48,2,1,2,Lost / Low Value,0
51340,0.0,1.0,713.13,4,1,1,Potential Loyalists,0
51341,3.0,1.0,691.4,3,1,1,Potential Loyalists,0
51342,7.0,1.0,1099.5,2,1,2,Lost / Low Value,0
51343,3.0,1.0,887.81,3,1,1,Potential Loyalists,0
51344,8.0,1.0,846.45,1,1,1,Lost / Low Value,0
51345,2.0,1.0,792.22,3,1,1,Potential Loyalists,0
51346,5.0,1.0,879.62,2,1,1,Lost / Low Value,1
51347,7.0,1.0,832.15,2,1,1,Lost / Low Value,0
51348,0.0,1.0,664.95,4,1,1,Potential Loyalists,1
51349,0.0,3.0,2129.98,4,3,3,Champions,0
51350,2.0,2.0,1481.48,3,2,2,Loyal Customers,0
51351,6.0,3.0,2156.22,2,3,3,At-Risk High-Value,0
51352,0.0,1.0,696.85,4,1,1,Potential Loyalists,0
51353,0.0,1.0,698.12,4,1,1,Potential Loyalists,0
51354,8.0,1.0,1073.93,1,1,2,Lost / Low Value,0
51355,7.0,7.0,5866.25,2,4,4,At-Risk High-Value,0
51356,3.0,1.0,683.43,3,1,1,Potential Loyalists,0
51357,8.0,1.0,780.62,1,1,1,Lost / Low Value,0
51358,3.0,4.0,2840.42,3,4,3,Champions,0
51359,2.0,1.0,696.36,3,1,1,Potential Loyalists,0
51360,3.0,1.0,661.54,3,1,1,Potential Loyalists,1
51361,8.0,8.0,8791.2,1,4,4,At-Risk High-Value,0
51362,5.0,1.0,731.39,2,1,1,Lost / Low Value,0
51363,0.0,1.0,711.42,4,1,1,Potential Loyalists,0
51364,7.0,2.0,2796.97,2,2,3,Hibernating Big Spenders,0
51365,2.0,1.0,766.92,3,1,1,Potential Loyalists,0
51366,3.0,1.0,770.6,3,1,1,Potential Loyalists,0
51367,3.0,1.0,737.38,3,1,1,Potential Loyalists,1
51368,3.0,2.0,2419.34,3,2,3,Loyal Customers,0
51369,0.0,1.0,617.76,4,1,1,Potential Loyalists,0
51370,3.0,1.0,712.8,3,1,1,Potential Loyalists,1
51371,8.0,4.0,6400.68,1,4,4,At-Risk High-Value,0
51372,7.0,6.0,4593.27,2,4,4,At-Risk High-Value,1
51373,2.0,4.0,3701.5,3,4,4,Champions,0
51374,17.0,5.0,5568.2,1,4,4,At-Risk High-Value,0
51375,1.0,2.0,3184.17,4,2,4,Loyal Customers,0
51376,0.0,1.0,687.28,4,1,1,Potential Loyalists,0
51377,3.0,1.0,905.58,3,1,1,Potential Loyalists,0
51378,8.0,1.0,671.33,1,1,1,Lost / Low Value,0
51379,0.0,1.0,664.73,4,1,1,Potential Loyalists,1
51380,0.0,2.0,1352.23,4,2,2,Loyal Customers,1
51381,4.0,1.0,695.48,2,1,1,Lost / Low Value,0
51382,2.0,1.0,697.56,3,1,1,Potential Loyalists,1
51383,2.0,2.0,1321.54,3,2,2,Loyal Customers,0
51384,0.0,1.0,738.04,4,1,1,Potential Loyalists,0
51385,3.0,1.0,845.68,3,1,1,Potential Loyalists,0
51386,0.0,1.0,657.3,4,1,1,Potential Loyalists,0
51387,0.0,1.0,678.76,4,1,1,Potential Loyalists,0
51388,1.0,1.0,676.12,4,1,1,Potential Loyalists,1
51389,7.0,1.0,1029.93,2,1,2,Lost / Low Value,0
51390,7.0,3.0,2311.82,2,3,3,At-Risk High-Value,0
51391,8.0,15.0,24374.62,1,4,4,At-Risk High-Value,1
51392,7.0,8.0,6409.92,2,4,4,At-Risk High-Value,0
51393,0.0,1.0,716.21,4,1,1,Potential Loyalists,0
51394,8.0,1.0,867.46,1,1,1,Lost / Low Value,0
51395,1.0,1.0,674.8,4,1,1,Potential Loyalists,0
51396,0.0,1.0,845.96,4,1,1,Potential Loyalists,1
51397,2.0,2.0,1478.51,3,2,2,Loyal Customers,1
51398,3.0,1.0,849.97,3,1,1,Potential Loyalists,0
51399,3.0,2.0,2187.24,3,2,3,Loyal Customers,0
51400,0.0,1.0,778.64,4,1,1,Potential Loyalists,0
51401,12.0,2.0,2580.38,1,2,3,Hibernating Big Spenders,0
51402,8.0,1.0,1048.8,1,1,2,Lost / Low Value,0
51403,2.0,2.0,1541.54,3,2,2,Loyal Customers,0
51404,7.0,1.0,875.32,2,1,1,Lost / Low Value,0
51405,7.0,1.0,879.62,2,1,1,Lost / Low Value,0
51406,8.0,7.0,6222.37,1,4,4,At-Risk High-Value,0
51407,9.0,9.0,6140.97,1,4,4,At-Risk High-Value,0
51408,8.0,13.0,20549.1,1,4,4,At-Risk High-Value,0
51409,9.0,7.0,6790.25,1,4,4,At-Risk High-Value,0
51410,8.0,12.0,13263.36,1,4,4,At-Risk High-Value,0
51411,2.0,2.0,2723.16,3,2,3,Loyal Customers,0
51412,3.0,1.0,907.44,3,1,1,Potential Loyalists,0
51413,0.0,1.0,1084.82,4,1,2,Potential Loyalists,0
51414,2.0,1.0,670.67,3,1,1,Potential Loyalists,0
51415,0.0,1.0,736.34,4,1,1,Potential Loyalists,1
51416,3.0,1.0,851.02,3,1,1,Potential Loyalists,0
51417,4.0,1.0,698.66,2,1,1,Lost / Low Value,0
51418,0.0,1.0,687.56,4,1,1,Potential Loyalists,0
51419,9.0,1.0,892.1,1,1,1,Lost / Low Value,0
51420,0.0,1.0,717.09,4,1,1,Potential Loyalists,0
51421,8.0,1.0,793.32,1,1,1,Lost / Low Value,0
51422,8.0,2.0,1574.32,1,2,2,Lost / Low Value,0
51423,0.0,2.0,2556.95,4,2,3,Loyal Customers,0
51424,2.0,2.0,2603.04,3,2,3,Loyal Customers,0
51425,2.0,1.0,826.16,3,1,1,Potential Loyalists,0
51426,0.0,3.0,2495.79,4,3,3,Champions,0
51427,4.0,1.0,707.24,2,1,1,Lost / Low Value,0
51428,0.0,1.0,1113.14,4,1,2,Potential Loyalists,0
51429,9.0,1.0,843.09,1,1,1,Lost / Low Value,0
51430,3.0,1.0,787.88,3,1,1,Potential Loyalists,0
51431,2.0,1.0,949.3,3,1,2,Potential Loyalists,0
51432,0.0,1.0,677.71,4,1,1,Potential Loyalists,0
51433,3.0,1.0,664.12,3,1,1,Potential Loyalists,0
51434,8.0,10.0,7783.6,1,4,4,At-Risk High-Value,0
51435,7.0,4.0,4316.18,2,4,4,At-Risk High-Value,1
51436,11.0,2.0,2585.33,1,2,3,Hibernating Big Spenders,0
51437,0.0,1.0,849.26,4,1,1,Potential Loyalists,0
51438,7.0,2.0,1672.99,2,2,2,Lost / Low Value,0
51439,5.0,9.0,10233.13,2,4,4,At-Risk High-Value,0
51440,7.0,5.0,4127.75,2,4,4,At-Risk High-Value,0
51441,3.0,2.0,2590.39,3,2,3,Loyal Customers,0
51442,2.0,1.0,824.94,3,1,1,Potential Loyalists,0
51443,4.0,1.0,782.16,2,1,1,Lost / Low Value,0
51444,8.0,2.0,2625.92,1,2,3,Hibernating Big Spenders,0
51445,2.0,1.0,662.31,3,1,1,Potential Loyalists,0
51446,2.0,1.0,664.02,3,1,1,Potential Loyalists,1
51447,0.0,1.0,712.58,4,1,1,Potential Loyalists,0
51448,0.0,1.0,710.93,4,1,1,Potential Loyalists,1
51449,10.0,2.0,1628.99,1,2,2,Lost / Low Value,0
51450,0.0,1.0,833.96,4,1,1,Potential Loyalists,0
51451,2.0,2.0,3172.84,3,2,4,Loyal Customers,0
51452,7.0,1.0,1549.46,2,1,2,Lost / Low Value,0
51453,3.0,1.0,865.92,3,1,1,Potential Loyalists,1
51454,1.0,2.0,1417.79,4,2,2,Loyal Customers,0
51455,0.0,1.0,707.91,4,1,1,Potential Loyalists,0
51456,8.0,12.0,11539.44,1,4,4,At-Risk High-Value,0
51457,6.0,1.0,884.07,2,1,1,Lost / Low Value,1
51458,4.0,4.0,6012.16,2,4,4,At-Risk High-Value,0
51459,2.0,1.0,702.57,3,1,1,Potential Loyalists,0
51460,0.0,1.0,797.78,4,1,1,Potential Loyalists,0
51461,3.0,1.0,958.54,3,1,2,Potential Loyalists,0
51462,3.0,5.0,5948.52,3,4,4,Champions,0
51463,8.0,2.0,2171.18,1,2,3,Hibernating Big Spenders,0
51464,0.0,1.0,705.92,4,1,1,Potential Loyalists,0
51465,12.0,4.0,5930.98,1,4,4,At-Risk High-Value,0
51466,9.0,1.0,693.71,1,1,1,Lost / Low Value,0
51467,7.0,1.0,888.03,2,1,1,Lost / Low Value,0
51468,3.0,4.0,3291.86,3,4,4,Champions,1
51469,15.0,15.0,24368.02,1,4,4,At-Risk High-Value,0
51470,7.0,7.0,6226.22,2,4,4,At-Risk High-Value,1
51471,3.0,4.0,2720.96,3,4,3,Champions,0
51472,6.0,15.0,16757.4,2,4,4,At-Risk High-Value,1
51473,0.0,1.0,642.12,4,1,1,Potential Loyalists,1
51474,1.0,2.0,1377.53,4,2,2,Loyal Customers,0
51475,11.0,5.0,4555.92,1,4,4,At-Risk High-Value,0
51476,2.0,1.0,810.64,3,1,1,Potential Loyalists,0
51477,1.0,2.0,2112.88,4,2,3,Loyal Customers,0
51478,2.0,2.0,1601.49,3,2,2,Loyal Customers,1
51479,7.0,1.0,1000.4,2,1,2,Lost / Low Value,0
51480,7.0,5.0,3559.05,2,4,4,At-Risk High-Value,0
51481,1.0,1.0,821.76,4,1,1,Potential Loyalists,0
51482,3.0,1.0,1135.75,3,1,2,Potential Loyalists,1
51483,9.0,5.0,4373.05,1,4,4,At-Risk High-Value,0
51484,2.0,2.0,2050.29,3,2,3,Loyal Customers,0
51485,7.0,4.0,3596.34,2,4,4,At-Risk High-Value,0
51486,4.0,1.0,781.0,2,1,1,Lost / Low Value,1
51487,3.0,1.0,739.86,3,1,1,Potential Loyalists,0
51488,2.0,2.0,1574.87,3,2,2,Loyal Customers,0
51489,4.0,1.0,694.76,2,1,1,Lost / Low Value,0
51490,7.0,1.0,806.74,2,1,1,Lost / Low Value,0
