CustomerID,Tenure,RFM_Segment,Estimated_Spend,SatisfactionScore,Complain,WarehouseToHome,Churn,Churn_Probability,Risk_Level,Prescribed_Intervention
51484,0.0,Loyal Customers,2050.29,3,0,34.0,0,0.194,Low Risk,Priority 4: Standard Loyalty Reward Program
51485,3.0,At-Risk High-Value,3596.34,1,1,15.0,0,0.027,Low Risk,Priority 4: Standard Loyalty Reward Program
51486,0.0,Lost / Low Value,781.0,5,0,15.0,1,0.989,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51487,18.0,Potential Loyalists,739.86,1,0,35.0,0,0.056,Low Risk,Priority 4: Standard Loyalty Reward Program
51488,11.0,Loyal Customers,1574.87,3,1,9.0,0,0.059,Low Risk,Priority 4: Standard Loyalty Reward Program
51489,3.0,Lost / Low Value,694.76,3,0,14.0,0,0.021,Low Risk,Priority 4: Standard Loyalty Reward Program
51490,5.0,Lost / Low Value,806.74,1,0,15.0,0,0.012,Low Risk,Priority 4: Standard Loyalty Reward Program
51491,3.0,Lost / Low Value,1452.44,5,0,11.0,0,0.093,Low Risk,Priority 4: Standard Loyalty Reward Program
51492,3.0,Potential Loyalists,699.6,1,0,8.0,0,0.083,Low Risk,Priority 4: Standard Loyalty Reward Program
51493,14.0,At-Risk High-Value,10464.68,5,0,16.0,0,0.03,Low Risk,Priority 4: Standard Loyalty Reward Program
51494,9.0,Lost / Low Value,673.09,5,0,15.0,0,0.069,Low Risk,Priority 4: Standard Loyalty Reward Program
51495,9.0,Potential Loyalists,631.56,4,0,9.0,0,0.272,Low Risk,Priority 4: Standard Loyalty Reward Program
51496,13.0,Lost / Low Value,1716.55,4,0,32.0,0,0.023,Low Risk,Priority 4: Standard Loyalty Reward Program
51497,8.0,Lost / Low Value,951.22,4,0,6.0,0,0.041,Low Risk,Priority 4: Standard Loyalty Reward Program
51498,9.0,At-Risk High-Value,2707.32,3,1,12.0,0,0.056,Low Risk,Priority 4: Standard Loyalty Reward Program
51499,18.0,Lost / Low Value,679.14,4,0,14.0,0,0.025,Low Risk,Priority 4: Standard Loyalty Reward Program
51500,5.0,At-Risk High-Value,3134.67,1,0,14.0,0,0.068,Low Risk,Priority 4: Standard Loyalty Reward Program
51501,2.0,Lost / Low Value,787.54,3,0,6.0,0,0.013,Low Risk,Priority 4: Standard Loyalty Reward Program
51502,24.0,Potential Loyalists,887.26,3,0,13.0,0,0.027,Low Risk,Priority 4: Standard Loyalty Reward Program
51503,30.0,Potential Loyalists,734.03,4,1,15.0,0,0.066,Low Risk,Priority 4: Standard Loyalty Reward Program
51504,13.0,Hibernating Big Spenders,2294.05,1,0,10.0,0,0.076,Low Risk,Priority 4: Standard Loyalty Reward Program
51505,9.0,Potential Loyalists,672.7,3,0,8.0,0,0.063,Low Risk,Priority 4: Standard Loyalty Reward Program
51506,0.0,Loyal Customers,1355.53,1,0,14.0,0,0.105,Low Risk,Priority 4: Standard Loyalty Reward Program
51507,9.0,Loyal Customers,1322.64,4,0,15.0,0,0.059,Low Risk,Priority 4: Standard Loyalty Reward Program
51508,1.0,Potential Loyalists,699.21,1,0,27.0,0,0.087,Low Risk,Priority 4: Standard Loyalty Reward Program
51509,30.0,Lost / Low Value,1069.14,1,1,30.0,0,0.008,Low Risk,Priority 4: Standard Loyalty Reward Program
51510,0.0,Potential Loyalists,691.13,3,1,14.0,0,0.563,Medium Risk,Priority 3: Personalized Recommendation + Free Shipping
51511,23.0,At-Risk High-Value,6583.72,4,0,17.0,0,0.005,Low Risk,Priority 4: Standard Loyalty Reward Program
51512,14.0,Lost / Low Value,684.8,3,0,14.0,0,0.132,Low Risk,Priority 4: Standard Loyalty Reward Program
51513,3.0,At-Risk High-Value,7476.32,1,0,11.0,0,0.082,Low Risk,Priority 4: Standard Loyalty Reward Program
51514,11.0,Lost / Low Value,1027.73,1,0,6.0,0,0.056,Low Risk,Priority 4: Standard Loyalty Reward Program
51515,5.0,Lost / Low Value,717.09,3,0,12.0,0,0.049,Low Risk,Priority 4: Standard Loyalty Reward Program
51516,0.0,Potential Loyalists,718.19,4,1,23.0,0,0.593,Medium Risk,Priority 3: Personalized Recommendation + Free Shipping
51517,0.0,Potential Loyalists,677.88,5,0,14.0,1,0.99,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51518,9.0,Champions,4653.88,4,0,9.0,0,0.04,Low Risk,Priority 4: Standard Loyalty Reward Program
51519,3.0,At-Risk High-Value,4313.76,5,0,15.0,0,0.054,Low Risk,Priority 4: Standard Loyalty Reward Program
51520,18.0,Potential Loyalists,825.33,5,1,10.0,0,0.025,Low Risk,Priority 4: Standard Loyalty Reward Program
51521,29.0,Loyal Customers,1568.27,5,1,14.0,0,0.103,Low Risk,Priority 4: Standard Loyalty Reward Program
51522,6.0,Potential Loyalists,687.5,1,0,14.0,0,0.047,Low Risk,Priority 4: Standard Loyalty Reward Program
51523,0.0,Potential Loyalists,610.61,1,0,8.0,1,0.979,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51524,19.0,At-Risk High-Value,16873.72,5,0,6.0,0,0.045,Low Risk,Priority 4: Standard Loyalty Reward Program
51525,9.0,Loyal Customers,1351.68,1,0,15.0,0,0.098,Low Risk,Priority 4: Standard Loyalty Reward Program
51526,4.0,Potential Loyalists,766.09,1,1,18.0,0,0.145,Low Risk,Priority 4: Standard Loyalty Reward Program
51527,9.0,Potential Loyalists,677.1,4,0,33.0,0,0.055,Low Risk,Priority 4: Standard Loyalty Reward Program
51528,4.0,Potential Loyalists,722.7,4,1,26.0,1,0.619,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51529,23.0,Potential Loyalists,752.95,3,0,6.0,0,0.008,Low Risk,Priority 4: Standard Loyalty Reward Program
51530,26.0,Potential Loyalists,794.75,5,0,19.0,0,0.016,Low Risk,Priority 4: Standard Loyalty Reward Program
51531,6.0,Lost / Low Value,701.58,4,0,20.0,0,0.034,Low Risk,Priority 4: Standard Loyalty Reward Program
51532,13.0,At-Risk High-Value,14371.34,3,0,10.0,0,0.047,Low Risk,Priority 4: Standard Loyalty Reward Program
51533,28.0,Hibernating Big Spenders,3159.42,4,0,20.0,0,0.003,Low Risk,Priority 4: Standard Loyalty Reward Program
51534,7.0,Lost / Low Value,1075.08,3,0,8.0,0,0.025,Low Risk,Priority 4: Standard Loyalty Reward Program
51535,24.0,Loyal Customers,2610.74,4,0,9.0,0,0.0,Low Risk,Priority 4: Standard Loyalty Reward Program
51536,25.0,At-Risk High-Value,18149.4,3,0,6.0,0,0.02,Low Risk,Priority 4: Standard Loyalty Reward Program
51537,9.0,Potential Loyalists,675.34,4,0,15.0,0,0.037,Low Risk,Priority 4: Standard Loyalty Reward Program
51538,0.0,Potential Loyalists,875.38,3,1,29.0,1,0.99,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51539,9.0,Loyal Customers,1329.79,1,0,13.0,0,0.027,Low Risk,Priority 4: Standard Loyalty Reward Program
51540,18.0,At-Risk High-Value,16209.16,1,0,8.0,0,0.02,Low Risk,Priority 4: Standard Loyalty Reward Program
51541,10.0,Lost / Low Value,746.02,5,1,27.0,0,0.101,Low Risk,Priority 4: Standard Loyalty Reward Program
51542,8.0,Potential Loyalists,793.38,4,0,8.0,0,0.024,Low Risk,Priority 4: Standard Loyalty Reward Program
51543,15.0,Potential Loyalists,839.58,3,0,27.0,0,0.012,Low Risk,Priority 4: Standard Loyalty Reward Program
51544,11.0,Potential Loyalists,910.42,3,0,8.0,0,0.077,Low Risk,Priority 4: Standard Loyalty Reward Program
51545,11.0,Lost / Low Value,894.36,1,0,35.0,0,0.01,Low Risk,Priority 4: Standard Loyalty Reward Program
51546,0.0,Loyal Customers,1572.78,5,0,6.0,0,0.193,Low Risk,Priority 4: Standard Loyalty Reward Program
51547,22.0,Lost / Low Value,924.22,1,1,24.0,0,0.012,Low Risk,Priority 4: Standard Loyalty Reward Program
51548,7.0,Loyal Customers,1519.65,3,1,16.0,0,0.522,Medium Risk,Priority 3: Personalized Recommendation + Free Shipping
51549,13.0,At-Risk High-Value,2102.26,1,1,25.0,0,0.02,Low Risk,Priority 4: Standard Loyalty Reward Program
51550,1.0,Potential Loyalists,917.02,5,1,35.0,1,0.568,Medium Risk,Priority 3: Personalized Recommendation + Free Shipping
51551,0.0,Lost / Low Value,970.14,1,0,33.0,1,0.956,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51552,0.0,Loyal Customers,1356.08,4,1,14.0,0,0.341,Medium Risk,Priority 3: Personalized Recommendation + Free Shipping
51553,9.0,Lost / Low Value,668.42,1,0,24.0,0,0.034,Low Risk,Priority 4: Standard Loyalty Reward Program
51554,13.0,Potential Loyalists,818.18,1,0,15.0,0,0.012,Low Risk,Priority 4: Standard Loyalty Reward Program
51555,19.0,Potential Loyalists,1066.78,5,0,6.0,0,0.044,Low Risk,Priority 4: Standard Loyalty Reward Program
51556,0.0,At-Risk High-Value,10098.0,1,0,10.0,1,0.998,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
51557,3.0,At-Risk High-Value,5080.35,3,0,6.0,0,0.036,Low Risk,Priority 4: Standard Loyalty Reward Program
51558,0.0,Lost / Low Value,1098.96,3,0,26.0,0,0.164,Low Risk,Priority 4: Standard Loyalty Reward Program
51559,24.0,Champions,4947.8,4,0,14.0,0,0.055,Low Risk,Priority 4: Standard Loyalty Reward Program
51560,0.0,Lost / Low Value,696.14,5,1,14.0,1,0.989,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51561,14.0,Loyal Customers,2595.01,1,1,12.0,0,0.071,Low Risk,Priority 4: Standard Loyalty Reward Program
51562,0.0,Potential Loyalists,918.28,5,0,32.0,1,0.998,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51563,9.0,Lost / Low Value,663.19,3,0,6.0,1,0.907,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51564,18.0,At-Risk High-Value,12450.9,1,0,12.0,0,0.034,Low Risk,Priority 4: Standard Loyalty Reward Program
51565,27.0,Lost / Low Value,876.7,5,0,9.0,0,0.01,Low Risk,Priority 4: Standard Loyalty Reward Program
51566,9.0,At-Risk High-Value,2625.81,4,0,11.0,0,0.022,Low Risk,Priority 4: Standard Loyalty Reward Program
51567,6.0,Potential Loyalists,694.21,4,0,14.0,0,0.08,Low Risk,Priority 4: Standard Loyalty Reward Program
51568,10.0,Potential Loyalists,1220.18,1,1,17.0,0,0.066,Low Risk,Priority 4: Standard Loyalty Reward Program
51569,11.0,At-Risk High-Value,5667.48,3,0,9.0,0,0.023,Low Risk,Priority 4: Standard Loyalty Reward Program
51570,4.0,Lost / Low Value,788.97,3,0,6.0,0,0.033,Low Risk,Priority 4: Standard Loyalty Reward Program
51571,9.0,Potential Loyalists,669.74,1,0,9.0,0,0.158,Low Risk,Priority 4: Standard Loyalty Reward Program
51572,10.0,At-Risk High-Value,3518.08,1,0,10.0,0,0.006,Low Risk,Priority 4: Standard Loyalty Reward Program
51573,2.0,Champions,3941.96,1,0,6.0,0,0.087,Low Risk,Priority 4: Standard Loyalty Reward Program
51574,8.0,Lost / Low Value,1033.4,3,0,6.0,0,0.016,Low Risk,Priority 4: Standard Loyalty Reward Program
51575,0.0,Potential Loyalists,681.4,1,1,14.0,1,0.992,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51576,25.0,Loyal Customers,1453.32,1,0,8.0,0,0.061,Low Risk,Priority 4: Standard Loyalty Reward Program
51577,15.0,At-Risk High-Value,17685.36,1,0,10.0,0,0.032,Low Risk,Priority 4: Standard Loyalty Reward Program
51578,9.0,Loyal Customers,1349.37,3,0,12.0,0,0.043,Low Risk,Priority 4: Standard Loyalty Reward Program
51579,23.0,Lost / Low Value,1623.44,1,0,6.0,0,0.033,Low Risk,Priority 4: Standard Loyalty Reward Program
51580,0.0,Lost / Low Value,683.98,1,1,14.0,1,0.991,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51581,16.0,Hibernating Big Spenders,2867.04,1,1,22.0,0,0.072,Low Risk,Priority 4: Standard Loyalty Reward Program
51582,0.0,Lost / Low Value,698.88,5,0,8.0,1,0.49,Medium Risk,Priority 3: Personalized Recommendation + Free Shipping
51583,25.0,At-Risk High-Value,23981.1,3,1,8.0,0,0.1,Low Risk,Priority 4: Standard Loyalty Reward Program
51584,5.0,Potential Loyalists,766.2,4,0,10.0,0,0.04,Low Risk,Priority 4: Standard Loyalty Reward Program
51585,0.0,Potential Loyalists,755.15,3,1,6.0,1,0.889,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51586,9.0,Potential Loyalists,672.76,3,0,6.0,0,0.02,Low Risk,Priority 4: Standard Loyalty Reward Program
51587,5.0,Loyal Customers,1591.15,1,0,32.0,0,0.041,Low Risk,Priority 4: Standard Loyalty Reward Program
51588,14.0,Potential Loyalists,718.96,5,0,25.0,0,0.128,Low Risk,Priority 4: Standard Loyalty Reward Program
51589,13.0,At-Risk High-Value,2930.18,1,0,30.0,0,0.011,Low Risk,Priority 4: Standard Loyalty Reward Program
51590,18.0,Lost / Low Value,1606.11,1,0,6.0,0,0.111,Low Risk,Priority 4: Standard Loyalty Reward Program
51591,4.0,Loyal Customers,2604.25,3,0,9.0,0,0.077,Low Risk,Priority 4: Standard Loyalty Reward Program
51592,6.0,Potential Loyalists,710.1,1,0,11.0,0,0.036,Low Risk,Priority 4: Standard Loyalty Reward Program
51593,7.0,At-Risk High-Value,4388.18,5,0,8.0,0,0.022,Low Risk,Priority 4: Standard Loyalty Reward Program
51594,10.0,Potential Loyalists,765.6,5,0,6.0,0,0.023,Low Risk,Priority 4: Standard Loyalty Reward Program
51595,18.0,Potential Loyalists,903.87,3,0,13.0,0,0.018,Low Risk,Priority 4: Standard Loyalty Reward Program
51596,0.0,Potential Loyalists,1102.64,3,0,16.0,1,0.988,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51597,12.0,Champions,12667.49,3,0,8.0,0,0.071,Low Risk,Priority 4: Standard Loyalty Reward Program
51598,2.0,Lost / Low Value,678.7,1,0,14.0,0,0.078,Low Risk,Priority 4: Standard Loyalty Reward Program
51599,15.0,Potential Loyalists,909.97,5,1,23.0,0,0.045,Low Risk,Priority 4: Standard Loyalty Reward Program
51600,2.0,Potential Loyalists,931.2,1,0,26.0,0,0.037,Low Risk,Priority 4: Standard Loyalty Reward Program
51601,0.0,Potential Loyalists,819.39,3,0,6.0,0,0.084,Low Risk,Priority 4: Standard Loyalty Reward Program
51602,15.0,At-Risk High-Value,4848.3,5,1,14.0,0,0.13,Low Risk,Priority 4: Standard Loyalty Reward Program
51603,13.0,At-Risk High-Value,4856.94,3,0,8.0,0,0.026,Low Risk,Priority 4: Standard Loyalty Reward Program
51604,24.0,Potential Loyalists,699.76,1,0,6.0,0,0.043,Low Risk,Priority 4: Standard Loyalty Reward Program
51605,0.0,Lost / Low Value,741.34,4,0,35.0,1,0.983,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51606,5.0,Potential Loyalists,703.67,4,0,13.0,0,0.019,Low Risk,Priority 4: Standard Loyalty Reward Program
51607,11.0,At-Risk High-Value,5870.87,1,0,8.0,0,0.063,Low Risk,Priority 4: Standard Loyalty Reward Program
51608,9.0,Lost / Low Value,669.68,5,0,8.0,0,0.031,Low Risk,Priority 4: Standard Loyalty Reward Program
51609,19.0,At-Risk High-Value,10345.72,4,1,8.0,0,0.041,Low Risk,Priority 4: Standard Loyalty Reward Program
51610,0.0,Potential Loyalists,741.68,3,0,8.0,1,0.909,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51611,2.0,Potential Loyalists,915.42,4,0,8.0,0,0.087,Low Risk,Priority 4: Standard Loyalty Reward Program
51612,4.0,At-Risk High-Value,5999.07,1,0,29.0,0,0.052,Low Risk,Priority 4: Standard Loyalty Reward Program
51613,0.0,Lost / Low Value,770.0,5,0,11.0,0,0.068,Low Risk,Priority 4: Standard Loyalty Reward Program
51614,18.0,Hibernating Big Spenders,2584.56,1,1,26.0,0,0.011,Low Risk,Priority 4: Standard Loyalty Reward Program
51615,9.0,At-Risk High-Value,7265.5,1,0,12.0,0,0.027,Low Risk,Priority 4: Standard Loyalty Reward Program
51616,28.0,At-Risk High-Value,6389.9,5,1,6.0,0,0.037,Low Risk,Priority 4: Standard Loyalty Reward Program
51617,10.0,Champions,10815.26,4,1,35.0,1,0.955,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
51618,9.0,Lost / Low Value,663.85,1,0,15.0,0,0.016,Low Risk,Priority 4: Standard Loyalty Reward Program
51619,10.0,Potential Loyalists,907.61,1,0,12.0,0,0.082,Low Risk,Priority 4: Standard Loyalty Reward Program
51620,0.0,Potential Loyalists,727.65,3,0,9.0,0,0.327,Medium Risk,Priority 3: Personalized Recommendation + Free Shipping
51621,10.0,Loyal Customers,2596.33,1,1,6.0,0,0.049,Low Risk,Priority 4: Standard Loyalty Reward Program
51622,8.0,Champions,7258.68,4,0,28.0,0,0.101,Low Risk,Priority 4: Standard Loyalty Reward Program
51623,11.0,At-Risk High-Value,6007.93,5,1,13.0,0,0.016,Low Risk,Priority 4: Standard Loyalty Reward Program
51624,0.0,Lost / Low Value,901.84,4,0,6.0,0,0.071,Low Risk,Priority 4: Standard Loyalty Reward Program
51625,23.0,Lost / Low Value,1602.92,4,0,10.0,0,0.009,Low Risk,Priority 4: Standard Loyalty Reward Program
51626,26.0,Potential Loyalists,1517.12,3,1,9.0,0,0.008,Low Risk,Priority 4: Standard Loyalty Reward Program
51627,15.0,At-Risk High-Value,9018.74,3,0,6.0,0,0.06,Low Risk,Priority 4: Standard Loyalty Reward Program
51628,2.0,Lost / Low Value,800.47,1,0,8.0,0,0.026,Low Risk,Priority 4: Standard Loyalty Reward Program
51629,28.0,Lost / Low Value,847.82,1,1,26.0,0,0.016,Low Risk,Priority 4: Standard Loyalty Reward Program
51630,0.0,Champions,2432.26,5,1,17.0,0,0.3,Medium Risk,Priority 3: Personalized Recommendation + Free Shipping
51631,9.0,At-Risk High-Value,3331.62,1,0,6.0,0,0.058,Low Risk,Priority 4: Standard Loyalty Reward Program
51632,7.0,Potential Loyalists,723.86,3,1,30.0,1,0.959,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51633,11.0,Potential Loyalists,865.97,1,0,29.0,0,0.02,Low Risk,Priority 4: Standard Loyalty Reward Program
51634,0.0,Potential Loyalists,680.52,4,1,14.0,1,0.985,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51635,1.0,Potential Loyalists,732.05,1,0,14.0,0,0.108,Low Risk,Priority 4: Standard Loyalty Reward Program
51636,22.0,Potential Loyalists,1576.57,5,1,16.0,0,0.075,Low Risk,Priority 4: Standard Loyalty Reward Program
51637,9.0,At-Risk High-Value,5576.72,4,0,9.0,0,0.047,Low Risk,Priority 4: Standard Loyalty Reward Program
51638,4.0,Loyal Customers,1406.79,4,0,11.0,0,0.031,Low Risk,Priority 4: Standard Loyalty Reward Program
51639,0.0,At-Risk High-Value,6093.78,1,1,10.0,1,1.0,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
51640,10.0,Potential Loyalists,677.93,1,1,14.0,0,0.198,Low Risk,Priority 4: Standard Loyalty Reward Program
51641,15.0,Hibernating Big Spenders,2587.75,4,0,32.0,0,0.051,Low Risk,Priority 4: Standard Loyalty Reward Program
51642,9.0,Potential Loyalists,628.1,3,0,9.0,1,0.965,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51643,8.0,At-Risk High-Value,5946.6,4,0,22.0,0,0.084,Low Risk,Priority 4: Standard Loyalty Reward Program
51644,9.0,Potential Loyalists,752.84,1,0,24.0,0,0.146,Low Risk,Priority 4: Standard Loyalty Reward Program
51645,24.0,Potential Loyalists,851.51,4,0,8.0,0,0.009,Low Risk,Priority 4: Standard Loyalty Reward Program
51646,14.0,Hibernating Big Spenders,2861.65,4,0,8.0,0,0.028,Low Risk,Priority 4: Standard Loyalty Reward Program
51647,9.0,Potential Loyalists,616.0,3,0,16.0,0,0.348,Medium Risk,Priority 3: Personalized Recommendation + Free Shipping
51648,1.0,Lost / Low Value,861.36,5,0,22.0,0,0.131,Low Risk,Priority 4: Standard Loyalty Reward Program
51649,4.0,At-Risk High-Value,6517.66,1,0,13.0,0,0.061,Low Risk,Priority 4: Standard Loyalty Reward Program
51650,12.0,At-Risk High-Value,3236.14,1,0,6.0,0,0.081,Low Risk,Priority 4: Standard Loyalty Reward Program
51651,9.0,Lost / Low Value,862.07,4,0,30.0,0,0.024,Low Risk,Priority 4: Standard Loyalty Reward Program
51652,5.0,At-Risk High-Value,3406.48,3,0,13.0,0,0.009,Low Risk,Priority 4: Standard Loyalty Reward Program
51653,11.0,Potential Loyalists,1213.36,4,0,31.0,0,0.035,Low Risk,Priority 4: Standard Loyalty Reward Program
51654,30.0,Potential Loyalists,861.3,3,1,6.0,0,0.018,Low Risk,Priority 4: Standard Loyalty Reward Program
51655,4.0,Potential Loyalists,815.16,1,1,11.0,0,0.078,Low Risk,Priority 4: Standard Loyalty Reward Program
51656,4.0,Potential Loyalists,902.55,5,0,8.0,0,0.089,Low Risk,Priority 4: Standard Loyalty Reward Program
51657,18.0,At-Risk High-Value,7528.95,5,0,13.0,0,0.024,Low Risk,Priority 4: Standard Loyalty Reward Program
51658,4.0,Loyal Customers,1396.45,1,1,8.0,0,0.119,Low Risk,Priority 4: Standard Loyalty Reward Program
51659,6.0,Champions,9626.32,4,0,11.0,0,0.138,Low Risk,Priority 4: Standard Loyalty Reward Program
51660,0.0,At-Risk High-Value,16376.14,5,1,16.0,0,0.205,Low Risk,Priority 4: Standard Loyalty Reward Program
51661,16.0,Lost / Low Value,685.02,1,0,14.0,0,0.043,Low Risk,Priority 4: Standard Loyalty Reward Program
51662,22.0,Hibernating Big Spenders,2636.04,3,1,6.0,0,0.055,Low Risk,Priority 4: Standard Loyalty Reward Program
51663,15.0,At-Risk High-Value,5752.28,4,0,14.0,1,0.901,High Risk,"Priority 1: Executive Concierge Call + ₹1,000 Credit"
51664,0.0,Potential Loyalists,686.29,4,1,14.0,0,0.371,Medium Risk,Priority 3: Personalized Recommendation + Free Shipping
51665,5.0,At-Risk High-Value,9212.94,4,1,14.0,0,0.055,Low Risk,Priority 4: Standard Loyalty Reward Program
51666,0.0,Lost / Low Value,796.29,3,1,8.0,0,0.24,Low Risk,Priority 4: Standard Loyalty Reward Program
51667,4.0,Lost / Low Value,965.08,1,0,13.0,0,0.028,Low Risk,Priority 4: Standard Loyalty Reward Program
51668,5.0,Lost / Low Value,828.03,1,0,8.0,0,0.002,Low Risk,Priority 4: Standard Loyalty Reward Program
51669,0.0,Loyal Customers,1481.04,1,1,8.0,1,0.976,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51670,3.0,Lost / Low Value,867.62,1,0,34.0,0,0.015,Low Risk,Priority 4: Standard Loyalty Reward Program
51671,4.0,At-Risk High-Value,8334.92,3,0,13.0,0,0.032,Low Risk,Priority 4: Standard Loyalty Reward Program
51672,12.0,Champions,20929.48,1,0,13.0,0,0.085,Low Risk,Priority 4: Standard Loyalty Reward Program
51673,2.0,Potential Loyalists,838.09,3,1,9.0,1,0.729,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51674,6.0,Potential Loyalists,807.51,1,0,16.0,0,0.056,Low Risk,Priority 4: Standard Loyalty Reward Program
51675,20.0,Potential Loyalists,1556.5,3,0,11.0,0,0.006,Low Risk,Priority 4: Standard Loyalty Reward Program
51676,16.0,Potential Loyalists,839.14,3,0,16.0,0,0.027,Low Risk,Priority 4: Standard Loyalty Reward Program
51677,0.0,Lost / Low Value,899.2,4,1,6.0,0,0.2,Low Risk,Priority 4: Standard Loyalty Reward Program
51678,27.0,Potential Loyalists,817.8,3,0,26.0,0,0.025,Low Risk,Priority 4: Standard Loyalty Reward Program
51679,16.0,Potential Loyalists,1099.18,5,0,13.0,0,0.011,Low Risk,Priority 4: Standard Loyalty Reward Program
51680,18.0,At-Risk High-Value,6780.02,1,0,14.0,0,0.087,Low Risk,Priority 4: Standard Loyalty Reward Program
51681,13.0,Potential Loyalists,960.14,1,1,6.0,0,0.065,Low Risk,Priority 4: Standard Loyalty Reward Program
51682,9.0,Lost / Low Value,666.54,5,1,14.0,1,0.973,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51683,2.0,Loyal Customers,1538.13,1,0,15.0,0,0.064,Low Risk,Priority 4: Standard Loyalty Reward Program
51684,3.0,Potential Loyalists,886.49,3,0,11.0,0,0.018,Low Risk,Priority 4: Standard Loyalty Reward Program
51685,0.0,Lost / Low Value,891.77,4,0,14.0,0,0.122,Low Risk,Priority 4: Standard Loyalty Reward Program
51686,10.0,Lost / Low Value,899.08,1,0,11.0,0,0.028,Low Risk,Priority 4: Standard Loyalty Reward Program
51687,11.0,Loyal Customers,2366.1,1,1,21.0,0,0.02,Low Risk,Priority 4: Standard Loyalty Reward Program
51688,4.0,At-Risk High-Value,3771.46,1,1,13.0,0,0.06,Low Risk,Priority 4: Standard Loyalty Reward Program
51689,2.0,Lost / Low Value,1004.74,4,1,16.0,0,0.016,Low Risk,Priority 4: Standard Loyalty Reward Program
51690,8.0,Lost / Low Value,995.22,4,0,11.0,0,0.021,Low Risk,Priority 4: Standard Loyalty Reward Program
51691,0.0,Potential Loyalists,709.72,1,0,32.0,0,0.056,Low Risk,Priority 4: Standard Loyalty Reward Program
51692,14.0,Potential Loyalists,881.76,4,1,12.0,0,0.039,Low Risk,Priority 4: Standard Loyalty Reward Program
51693,20.0,Potential Loyalists,713.68,3,0,10.0,0,0.062,Low Risk,Priority 4: Standard Loyalty Reward Program
51694,15.0,Loyal Customers,2859.12,1,0,29.0,0,0.015,Low Risk,Priority 4: Standard Loyalty Reward Program
51695,2.0,Potential Loyalists,805.7,3,0,8.0,0,0.028,Low Risk,Priority 4: Standard Loyalty Reward Program
51696,15.0,Potential Loyalists,698.28,3,1,8.0,0,0.094,Low Risk,Priority 4: Standard Loyalty Reward Program
51697,5.0,Lost / Low Value,680.35,4,0,14.0,0,0.052,Low Risk,Priority 4: Standard Loyalty Reward Program
51698,21.0,Potential Loyalists,1237.72,3,0,35.0,0,0.039,Low Risk,Priority 4: Standard Loyalty Reward Program
51699,10.0,At-Risk High-Value,5271.42,5,1,12.0,0,0.045,Low Risk,Priority 4: Standard Loyalty Reward Program
51700,3.0,Loyal Customers,1620.96,3,1,31.0,0,0.139,Low Risk,Priority 4: Standard Loyalty Reward Program
51701,0.0,At-Risk High-Value,5888.96,3,0,6.0,0,0.122,Low Risk,Priority 4: Standard Loyalty Reward Program
51702,15.0,Potential Loyalists,922.96,1,0,8.0,0,0.019,Low Risk,Priority 4: Standard Loyalty Reward Program
51703,9.0,Potential Loyalists,669.57,4,1,6.0,1,0.996,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
51704,9.0,Potential Loyalists,915.92,1,0,6.0,0,0.054,Low Risk,Priority 4: Standard Loyalty Reward Program
51705,9.0,Lost / Low Value,1083.45,1,0,9.0,0,0.06,Low Risk,Priority 4: Standard Loyalty Reward Program
51706,30.0,Potential Loyalists,921.53,3,0,6.0,0,0.036,Low Risk,Priority 4: Standard Loyalty Reward Program
51707,9.0,Lost / Low Value,671.71,3,1,16.0,0,0.188,Low Risk,Priority 4: Standard Loyalty Reward Program
51708,0.0,Loyal Customers,1387.1,1,0,14.0,0,0.13,Low Risk,Priority 4: Standard Loyalty Reward Program
51709,0.0,Potential Loyalists,706.8,3,1,11.0,1,0.996,High Risk,Priority 2: 25% Comeback Voucher + Free Express Delivery
